Barcode,Celltype,Trajectory
scATAC_ForeBrain_E13_5_BC08762_N01,G02=21.4:Erythroblast,Definitive erythroid trajectory
scATAC_ForeBrain_E13_5_BC23420_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_ForeBrain_E13_5_BC23518_N01,G02=21.1:Erythroblast,Definitive erythroid trajectory
scATAC_ForeBrain_E13_5_BC07552_N01,G02=21.4:Erythroblast,Definitive erythroid trajectory
scATAC_ForeBrain_E13_5_BC23440_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_ForeBrain_E13_5_BC21895_N01,G02=21.1:Erythroblast,Definitive erythroid trajectory
scATAC_ForeBrain_E13_5_BC14315_N01,G02=20.6:Erythroblast,Definitive erythroid trajectory
scATAC_ForeBrain_E13_5_BC23534_N01,G02=21.1:Erythroblast,Definitive erythroid trajectory
scATAC_ForeLimb_E13_5_BC0682_N01,G04=18.1:Macrophage,White blood cell trajectory
scATAC_ForeLimb_E13_5_BC1079_N01,G04=18.1:Macrophage,White blood cell trajectory
scATAC_ForeLimb_E13_5_BC1189_N01,G04=18.1:Macrophage,White blood cell trajectory
scATAC_ForeLimb_E13_5_BC1256_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_ForeLimb_E13_5_BC1424_N01,G04=18.1:Macrophage,White blood cell trajectory
scATAC_ForeLimb_E13_5_BC1509_N01,G04=18.1:Macrophage,White blood cell trajectory
scATAC_ForeLimb_E13_5_BC1578_N01,G02=21.1:Erythroblast,Definitive erythroid trajectory
scATAC_ForeLimb_E13_5_BC1634_N01,G04=18.1:Macrophage,White blood cell trajectory
scATAC_ForeLimb_E13_5_BC1899_N01,G04=18.1:Macrophage,White blood cell trajectory
scATAC_ForeLimb_E13_5_BC1983_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_ForeLimb_E13_5_BC2124_N01,G04=18.1:Macrophage,White blood cell trajectory
scATAC_ForeLimb_E13_5_BC2108_N01,G04=18.0:Macrophage,White blood cell trajectory
scATAC_ForeLimb_E13_5_BC2137_N01,G04=18.1:Macrophage,White blood cell trajectory
scATAC_ForeLimb_E13_5_BC2486_N01,G04=18.1:Macrophage,White blood cell trajectory
scATAC_ForeLimb_E13_5_BC2625_N01,G04=18.1:Macrophage,White blood cell trajectory
scATAC_ForeLimb_E13_5_BC2697_N01,G04=18.0:Macrophage,White blood cell trajectory
scATAC_ForeLimb_E13_5_BC3018_N01,G04=18.1:Macrophage,White blood cell trajectory
scATAC_ForeLimb_E13_5_BC3320_N02,G04=18.1:Macrophage,White blood cell trajectory
scATAC_ForeLimb_E13_5_BC3183_N01,G04=18.0:Macrophage,White blood cell trajectory
scATAC_ForeLimb_E13_5_BC3356_N01,G02=21.1:Erythroblast,Definitive erythroid trajectory
scATAC_ForeLimb_E13_5_BC3496_N01,G04=18.1:Macrophage,White blood cell trajectory
scATAC_ForeLimb_E13_5_BC3481_N01,G04=18.1:Macrophage,White blood cell trajectory
scATAC_ForeLimb_E13_5_BC3527_N01,G04=18.1:Macrophage,White blood cell trajectory
scATAC_ForeLimb_E13_5_BC3578_N01,G04=18.1:Macrophage,White blood cell trajectory
scATAC_ForeLimb_E13_5_BC3502_N01,G04=18.1:Macrophage,White blood cell trajectory
scATAC_ForeLimb_E13_5_BC3628_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_ForeLimb_E13_5_BC3699_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_ForeLimb_E13_5_BC3843_N01,G02=21.1:Erythroblast,Definitive erythroid trajectory
scATAC_ForeLimb_E13_5_BC3848_N01,G04=18.1:Macrophage,White blood cell trajectory
scATAC_ForeLimb_E13_5_BC3916_N01,G04=18.1:Macrophage,White blood cell trajectory
scATAC_ForeLimb_E13_5_BC4091_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_ForeLimb_E13_5_BC4178_N01,G02=21.1:Erythroblast,Definitive erythroid trajectory
scATAC_ForeLimb_E13_5_BC4191_N01,G04=18.0:Macrophage,White blood cell trajectory
scATAC_ForeLimb_E13_5_BC4217_N01,G04=18.1:Macrophage,White blood cell trajectory
scATAC_ForeLimb_E13_5_BC4475_N02,G04=18.1:Macrophage,White blood cell trajectory
scATAC_ForeLimb_E13_5_BC4302_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_ForeLimb_E13_5_BC4349_N01,G04=18.1:Macrophage,White blood cell trajectory
scATAC_ForeLimb_E13_5_BC4355_N01,G04=18.1:Macrophage,White blood cell trajectory
scATAC_ForeLimb_E13_5_BC4573_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_ForeLimb_E13_5_BC4639_N01,G04=18.1:Macrophage,White blood cell trajectory
scATAC_ForeLimb_E13_5_BC4859_N01,G02=21.1:Erythroblast,Definitive erythroid trajectory
scATAC_ForeLimb_E13_5_BC4969_N01,G04=18.1:Macrophage,White blood cell trajectory
scATAC_ForeLimb_E13_5_BC5030_N01,G04=18.0:Macrophage,White blood cell trajectory
scATAC_ForeLimb_E13_5_BC4997_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_ForeLimb_E13_5_BC5023_N01,G04=18.1:Macrophage,White blood cell trajectory
scATAC_ForeLimb_E13_5_BC5045_N01,G04=18.0:Macrophage,White blood cell trajectory
scATAC_ForeLimb_E13_5_BC5017_N01,G04=18.1:Macrophage,White blood cell trajectory
scATAC_ForeLimb_E13_5_BC5148_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_ForeLimb_E13_5_BC5224_N01,G02=21.1:Erythroblast,Definitive erythroid trajectory
scATAC_ForeLimb_E13_5_BC5277_N01,G04=18.1:Macrophage,White blood cell trajectory
scATAC_ForeLimb_E13_5_BC5490_N01,G02=21.1:Erythroblast,Definitive erythroid trajectory
scATAC_ForeLimb_E13_5_BC5508_N01,G04=18.0:Macrophage,White blood cell trajectory
scATAC_ForeLimb_E13_5_BC5616_N01,G04=18.0:Macrophage,White blood cell trajectory
scATAC_ForeLimb_E13_5_BC5645_N01,G04=18.1:Macrophage,White blood cell trajectory
scATAC_ForeLimb_E13_5_BC5665_N01,G04=18.1:Macrophage,White blood cell trajectory
scATAC_ForeLimb_E13_5_BC5681_N01,G02=21.1:Erythroblast,Definitive erythroid trajectory
scATAC_ForeLimb_E13_5_BC5752_N01,G02=21.1:Erythroblast,Definitive erythroid trajectory
scATAC_ForeLimb_E13_5_BC5726_N01,G04=18.1:Macrophage,White blood cell trajectory
scATAC_ForeLimb_E13_5_BC5781_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_ForeLimb_E13_5_BC5794_N01,G04=18.1:Macrophage,White blood cell trajectory
scATAC_ForeLimb_E13_5_BC5954_N01,G04=18.0:Macrophage,White blood cell trajectory
scATAC_ForeLimb_E13_5_BC5918_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_ForeLimb_E13_5_BC6008_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_ForeLimb_E13_5_BC6029_N01,G04=18.0:Macrophage,White blood cell trajectory
scATAC_ForeLimb_E13_5_BC6064_N01,G04=18.0:Macrophage,White blood cell trajectory
scATAC_ForeLimb_E13_5_BC6075_N01,G02=21.1:Erythroblast,Definitive erythroid trajectory
scATAC_ForeLimb_E13_5_BC5887_N01,G04=18.1:Macrophage,White blood cell trajectory
scATAC_ForeLimb_E13_5_BC6110_N01,G02=21.1:Erythroblast,Definitive erythroid trajectory
scATAC_ForeLimb_E13_5_BC6171_N01,G04=18.0:Macrophage,White blood cell trajectory
scATAC_ForeLimb_E13_5_BC6255_N01,G04=18.0:Macrophage,White blood cell trajectory
scATAC_ForeLimb_E13_5_BC7432_N02,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_ForeLimb_E13_5_BC6262_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_ForeLimb_E13_5_BC6257_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_ForeLimb_E13_5_BC6338_N01,G04=18.0:Macrophage,White blood cell trajectory
scATAC_ForeLimb_E13_5_BC6427_N01,G04=18.0:Macrophage,White blood cell trajectory
scATAC_ForeLimb_E13_5_BC6430_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_ForeLimb_E13_5_BC6434_N01,G04=18.0:Macrophage,White blood cell trajectory
scATAC_ForeLimb_E13_5_BC6439_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_ForeLimb_E13_5_BC6412_N01,G02=21.1:Erythroblast,Definitive erythroid trajectory
scATAC_ForeLimb_E13_5_BC6441_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_ForeLimb_E13_5_BC6452_N01,G02=21.1:Erythroblast,Definitive erythroid trajectory
scATAC_ForeLimb_E13_5_BC6506_N01,G04=18.0:Macrophage,White blood cell trajectory
scATAC_ForeLimb_E13_5_BC6468_N01,G04=18.0:Macrophage,White blood cell trajectory
scATAC_ForeLimb_E13_5_BC6492_N01,G04=18.0:Macrophage,White blood cell trajectory
scATAC_ForeLimb_E13_5_BC6520_N01,G04=18.0:Macrophage,White blood cell trajectory
scATAC_ForeLimb_E13_5_BC6518_N01,G04=18.0:Macrophage,White blood cell trajectory
scATAC_ForeLimb_E13_5_BC6538_N01,G02=21.1:Erythroblast,Definitive erythroid trajectory
scATAC_ForeLimb_E13_5_BC6525_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_ForeLimb_E13_5_BC7250_N02,G02=21.1:Erythroblast,Definitive erythroid trajectory
scATAC_ForeLimb_E13_5_BC6571_N01,G04=18.0:Macrophage,White blood cell trajectory
scATAC_ForeLimb_E13_5_BC6566_N01,G04=18.1:Macrophage,White blood cell trajectory
scATAC_ForeLimb_E13_5_BC6591_N01,G04=18.0:Macrophage,White blood cell trajectory
scATAC_ForeLimb_E13_5_BC6610_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_ForeLimb_E13_5_BC6608_N01,G02=21.1:Erythroblast,Definitive erythroid trajectory
scATAC_ForeLimb_E13_5_BC6646_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_ForeLimb_E13_5_BC6662_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_ForeLimb_E13_5_BC6694_N01,G02=21.1:Erythroblast,Definitive erythroid trajectory
scATAC_ForeLimb_E13_5_BC6717_N01,G04=18.0:Macrophage,White blood cell trajectory
scATAC_ForeLimb_E13_5_BC6716_N01,G04=18.1:Macrophage,White blood cell trajectory
scATAC_ForeLimb_E13_5_BC6751_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_ForeLimb_E13_5_BC6763_N01,G04=18.0:Macrophage,White blood cell trajectory
scATAC_ForeLimb_E13_5_BC6772_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_ForeLimb_E13_5_BC6779_N01,G02=21.1:Erythroblast,Definitive erythroid trajectory
scATAC_ForeLimb_E13_5_BC6782_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_ForeLimb_E13_5_BC6774_N01,G04=18.0:Macrophage,White blood cell trajectory
scATAC_ForeLimb_E13_5_BC6783_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_ForeLimb_E13_5_BC6810_N01,G04=18.0:Macrophage,White blood cell trajectory
scATAC_ForeLimb_E13_5_BC6841_N01,G02=21.1:Erythroblast,Definitive erythroid trajectory
scATAC_ForeLimb_E13_5_BC6840_N01,G04=18.0:Macrophage,White blood cell trajectory
scATAC_ForeLimb_E13_5_BC6847_N01,G02=21.1:Erythroblast,Definitive erythroid trajectory
scATAC_ForeLimb_E13_5_BC6851_N01,G02=21.1:Erythroblast,Definitive erythroid trajectory
scATAC_ForeLimb_E13_5_BC6855_N01,G04=18.1:Macrophage,White blood cell trajectory
scATAC_ForeLimb_E13_5_BC6879_N01,G02=21.1:Erythroblast,Definitive erythroid trajectory
scATAC_ForeLimb_E13_5_BC6869_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_ForeLimb_E13_5_BC6884_N01,G02=21.1:Erythroblast,Definitive erythroid trajectory
scATAC_ForeLimb_E13_5_BC6906_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_ForeLimb_E13_5_BC6899_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_ForeLimb_E13_5_BC6870_N01,G04=18.0:Macrophage,White blood cell trajectory
scATAC_ForeLimb_E13_5_BC6905_N01,G04=18.0:Macrophage,White blood cell trajectory
scATAC_ForeLimb_E13_5_BC6920_N01,G04=18.0:Macrophage,White blood cell trajectory
scATAC_ForeLimb_E13_5_BC6944_N01,G02=21.1:Erythroblast,Definitive erythroid trajectory
scATAC_ForeLimb_E13_5_BC6941_N01,G04=18.0:Macrophage,White blood cell trajectory
scATAC_ForeLimb_E13_5_BC6959_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_ForeLimb_E13_5_BC6960_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_ForeLimb_E13_5_BC6961_N01,G02=21.1:Erythroblast,Definitive erythroid trajectory
scATAC_ForeLimb_E13_5_BC6975_N01,G04=18.0:Macrophage,White blood cell trajectory
scATAC_ForeLimb_E13_5_BC6982_N01,G02=21.1:Erythroblast,Definitive erythroid trajectory
scATAC_ForeLimb_E13_5_BC6971_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_ForeLimb_E13_5_BC6994_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_ForeLimb_E13_5_BC7009_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_ForeLimb_E13_5_BC6979_N01,G04=18.0:Macrophage,White blood cell trajectory
scATAC_ForeLimb_E13_5_BC7031_N01,G02=21.4:Erythroblast,Definitive erythroid trajectory
scATAC_ForeLimb_E13_5_BC7017_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_ForeLimb_E13_5_BC7035_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_ForeLimb_E13_5_BC7056_N01,G02=21.1:Erythroblast,Definitive erythroid trajectory
scATAC_ForeLimb_E13_5_BC7016_N01,G04=18.0:Macrophage,White blood cell trajectory
scATAC_ForeLimb_E13_5_BC7075_N01,G02=21.1:Erythroblast,Definitive erythroid trajectory
scATAC_ForeLimb_E13_5_BC7065_N01,G04=18.0:Macrophage,White blood cell trajectory
scATAC_ForeLimb_E13_5_BC7077_N01,G04=18.0:Macrophage,White blood cell trajectory
scATAC_ForeLimb_E13_5_BC7070_N01,G04=18.0:Macrophage,White blood cell trajectory
scATAC_ForeLimb_E13_5_BC7057_N01,G02=21.1:Erythroblast,Definitive erythroid trajectory
scATAC_ForeLimb_E13_5_BC7069_N01,G02=21.1:Erythroblast,Definitive erythroid trajectory
scATAC_ForeLimb_E13_5_BC7084_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_ForeLimb_E13_5_BC7085_N01,G04=18.0:Macrophage,White blood cell trajectory
scATAC_ForeLimb_E13_5_BC7585_N02,G04=18.0:Macrophage,White blood cell trajectory
scATAC_ForeLimb_E13_5_BC7086_N01,G02=21.1:Erythroblast,Definitive erythroid trajectory
scATAC_ForeLimb_E13_5_BC7073_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_ForeLimb_E13_5_BC7113_N01,G02=21.1:Erythroblast,Definitive erythroid trajectory
scATAC_ForeLimb_E13_5_BC7121_N01,G04=18.0:Macrophage,White blood cell trajectory
scATAC_ForeLimb_E13_5_BC7129_N01,G04=18.0:Macrophage,White blood cell trajectory
scATAC_ForeLimb_E13_5_BC7112_N01,G04=18.0:Macrophage,White blood cell trajectory
scATAC_ForeLimb_E13_5_BC7326_N02,G02=21.1:Erythroblast,Definitive erythroid trajectory
scATAC_ForeLimb_E13_5_BC7126_N01,G02=21.1:Erythroblast,Definitive erythroid trajectory
scATAC_ForeLimb_E13_5_BC7147_N01,G02=21.1:Erythroblast,Definitive erythroid trajectory
scATAC_ForeLimb_E13_5_BC7153_N01,G04=18.0:Macrophage,White blood cell trajectory
scATAC_ForeLimb_E13_5_BC7141_N01,G02=21.1:Erythroblast,Definitive erythroid trajectory
scATAC_ForeLimb_E13_5_BC7145_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_ForeLimb_E13_5_BC7156_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_ForeLimb_E13_5_BC7171_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_ForeLimb_E13_5_BC7172_N01,G04=18.0:Macrophage,White blood cell trajectory
scATAC_ForeLimb_E13_5_BC7175_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_ForeLimb_E13_5_BC7164_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_ForeLimb_E13_5_BC7176_N01,G04=18.0:Macrophage,White blood cell trajectory
scATAC_ForeLimb_E13_5_BC7179_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_ForeLimb_E13_5_BC7192_N01,G02=21.1:Erythroblast,Definitive erythroid trajectory
scATAC_ForeLimb_E13_5_BC7199_N01,G02=21.1:Erythroblast,Definitive erythroid trajectory
scATAC_ForeLimb_E13_5_BC7208_N01,G04=18.0:Macrophage,White blood cell trajectory
scATAC_ForeLimb_E13_5_BC7207_N01,G02=21.1:Erythroblast,Definitive erythroid trajectory
scATAC_ForeLimb_E13_5_BC7210_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_ForeLimb_E13_5_BC7212_N01,G02=21.1:Erythroblast,Definitive erythroid trajectory
scATAC_ForeLimb_E13_5_BC7221_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_ForeLimb_E13_5_BC7228_N01,G02=21.1:Erythroblast,Definitive erythroid trajectory
scATAC_ForeLimb_E13_5_BC7213_N01,G04=18.0:Macrophage,White blood cell trajectory
scATAC_ForeLimb_E13_5_BC7220_N01,G04=18.0:Macrophage,White blood cell trajectory
scATAC_ForeLimb_E13_5_BC7242_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_ForeLimb_E13_5_BC7263_N01,G04=18.0:Macrophage,White blood cell trajectory
scATAC_ForeLimb_E13_5_BC7281_N01,G04=18.0:Macrophage,White blood cell trajectory
scATAC_ForeLimb_E13_5_BC7275_N01,G04=18.0:Macrophage,White blood cell trajectory
scATAC_ForeLimb_E13_5_BC7289_N01,G04=18.0:Macrophage,White blood cell trajectory
scATAC_ForeLimb_E13_5_BC7284_N01,G04=18.1:Macrophage,White blood cell trajectory
scATAC_ForeLimb_E13_5_BC7297_N01,G02=21.1:Erythroblast,Definitive erythroid trajectory
scATAC_ForeLimb_E13_5_BC7291_N01,G04=18.0:Macrophage,White blood cell trajectory
scATAC_ForeLimb_E13_5_BC7283_N01,G04=18.0:Macrophage,White blood cell trajectory
scATAC_ForeLimb_E13_5_BC7317_N01,G02=21.1:Erythroblast,Definitive erythroid trajectory
scATAC_ForeLimb_E13_5_BC7322_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_ForeLimb_E13_5_BC7320_N01,G04=18.0:Macrophage,White blood cell trajectory
scATAC_ForeLimb_E13_5_BC7321_N01,G04=18.0:Macrophage,White blood cell trajectory
scATAC_ForeLimb_E13_5_BC7329_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_ForeLimb_E13_5_BC7328_N01,G02=21.1:Erythroblast,Definitive erythroid trajectory
scATAC_ForeLimb_E13_5_BC7327_N01,G04=18.0:Macrophage,White blood cell trajectory
scATAC_ForeLimb_E13_5_BC7325_N01,G04=18.0:Macrophage,White blood cell trajectory
scATAC_ForeLimb_E13_5_BC7352_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_ForeLimb_E13_5_BC7340_N01,G04=18.1:Macrophage,White blood cell trajectory
scATAC_ForeLimb_E13_5_BC7353_N01,G04=18.1:Macrophage,White blood cell trajectory
scATAC_ForeLimb_E13_5_BC7362_N01,G04=18.0:Macrophage,White blood cell trajectory
scATAC_ForeLimb_E13_5_BC7370_N01,G04=18.0:Macrophage,White blood cell trajectory
scATAC_ForeLimb_E13_5_BC7358_N01,G04=18.0:Macrophage,White blood cell trajectory
scATAC_ForeLimb_E13_5_BC7372_N01,G02=21.1:Erythroblast,Definitive erythroid trajectory
scATAC_ForeLimb_E13_5_BC7373_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_ForeLimb_E13_5_BC7383_N01,G04=18.0:Macrophage,White blood cell trajectory
scATAC_ForeLimb_E13_5_BC7386_N01,G02=21.1:Erythroblast,Definitive erythroid trajectory
scATAC_ForeLimb_E13_5_BC7393_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_ForeLimb_E13_5_BC7387_N01,G04=18.0:Macrophage,White blood cell trajectory
scATAC_ForeLimb_E13_5_BC7403_N01,G04=18.0:Macrophage,White blood cell trajectory
scATAC_ForeLimb_E13_5_BC7406_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_ForeLimb_E13_5_BC7402_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_ForeLimb_E13_5_BC7411_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_ForeLimb_E13_5_BC7415_N01,G04=18.0:Macrophage,White blood cell trajectory
scATAC_ForeLimb_E13_5_BC7419_N01,G02=21.1:Erythroblast,Definitive erythroid trajectory
scATAC_ForeLimb_E13_5_BC8207_N04,G04=18.0:Macrophage,White blood cell trajectory
scATAC_ForeLimb_E13_5_BC7422_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_ForeLimb_E13_5_BC7433_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_ForeLimb_E13_5_BC7425_N01,G04=18.0:Macrophage,White blood cell trajectory
scATAC_ForeLimb_E13_5_BC7441_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_ForeLimb_E13_5_BC7430_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_ForeLimb_E13_5_BC7954_N02,G04=18.1:Macrophage,White blood cell trajectory
scATAC_ForeLimb_E13_5_BC7461_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_ForeLimb_E13_5_BC7469_N01,G02=21.1:Erythroblast,Definitive erythroid trajectory
scATAC_ForeLimb_E13_5_BC7473_N01,G04=18.0:Macrophage,White blood cell trajectory
scATAC_ForeLimb_E13_5_BC7474_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_ForeLimb_E13_5_BC7478_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_ForeLimb_E13_5_BC7476_N01,G04=18.0:Macrophage,White blood cell trajectory
scATAC_ForeLimb_E13_5_BC7492_N01,G04=18.0:Macrophage,White blood cell trajectory
scATAC_ForeLimb_E13_5_BC7501_N01,G04=18.0:Macrophage,White blood cell trajectory
scATAC_ForeLimb_E13_5_BC7495_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_ForeLimb_E13_5_BC7493_N01,G04=18.0:Macrophage,White blood cell trajectory
scATAC_ForeLimb_E13_5_BC7506_N01,G02=21.1:Erythroblast,Definitive erythroid trajectory
scATAC_ForeLimb_E13_5_BC7494_N01,G04=18.0:Macrophage,White blood cell trajectory
scATAC_ForeLimb_E13_5_BC7507_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_ForeLimb_E13_5_BC7510_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_ForeLimb_E13_5_BC7512_N01,G02=21.1:Erythroblast,Definitive erythroid trajectory
scATAC_ForeLimb_E13_5_BC7736_N02,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_ForeLimb_E13_5_BC7518_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_ForeLimb_E13_5_BC7519_N01,G04=18.0:Macrophage,White blood cell trajectory
scATAC_ForeLimb_E13_5_BC7522_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_ForeLimb_E13_5_BC7526_N01,G04=18.0:Macrophage,White blood cell trajectory
scATAC_ForeLimb_E13_5_BC7532_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_ForeLimb_E13_5_BC7533_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_ForeLimb_E13_5_BC7542_N01,G04=18.0:Macrophage,White blood cell trajectory
scATAC_ForeLimb_E13_5_BC7540_N01,G04=18.0:Macrophage,White blood cell trajectory
scATAC_ForeLimb_E13_5_BC7549_N01,G02=21.1:Erythroblast,Definitive erythroid trajectory
scATAC_ForeLimb_E13_5_BC7557_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_ForeLimb_E13_5_BC7565_N01,G04=18.0:Macrophage,White blood cell trajectory
